timestep,episode,s1,s2,s3,s4,s5,s6,next_s1,next_s2,next_s3,next_s4,next_s5,next_s6,a1,a2,a3,a4,a5,a6,ball_pos_x,ball_pos_y,ball_pos_z,wrist_3_x,wrist_3_y,wrist_3_z,reward,done
0,0,0.06596367806196213,-1.5869766473770142,0.04869070649147034,-1.5673797130584717,-0.06898007541894913,-0.03431504964828491,0.06596367806196213,-1.5869766473770142,0.04869070649147034,-1.5673797130584717,-0.06898007541894913,-0.03431504964828491,0.059248533099889755,0.10725536942481995,0.03877896070480347,-0.03998797386884689,-0.006280839443206787,0.001039404422044754,0.35875,-0.35604,0.45148568405566597,0.0009419603432522534,0.2332324606785019,1.0788262027028197,-1.151907693613555,False
1,0,0.06596367806196213,-1.5869766473770142,0.04869070649147034,-1.5673797130584717,-0.06898007541894913,-0.03431504964828491,0.06596367806196213,-1.5869766473770142,0.04869070649147034,-1.5673797130584717,-0.06898007541894913,-0.03431504964828491,0.059248533099889755,0.10725536942481995,0.03877896070480347,-0.03998797386884689,-0.006280839443206787,0.001039404422044754,0.35875,-0.35604,0.45148568405566597,0.0009419603432522534,0.2332324606785019,1.0788262027028197,-1.161907693613555,False
2,0,0.06596367806196213,-1.5869766473770142,0.04869070649147034,-1.5673797130584717,-0.06898007541894913,-0.03431504964828491,0.06596723943948746,-1.586991548538208,0.048704568296670914,-1.567370057106018,-0.06897293776273727,-0.034331757575273514,0.059248533099889755,0.10725536942481995,0.03877896070480347,-0.03998797386884689,-0.006280839443206787,0.001039404422044754,0.35875,-0.35604,0.45148568405566597,0.0009346041333404987,0.233232082096484,1.078826048064514,-1.17191017405256,False
3,0,0.06596723943948746,-1.586991548538208,0.048704568296670914,-1.567370057106018,-0.06897293776273727,-0.034331757575273514,0.0665692687034607,-1.5859376192092896,0.04909336939454079,-1.5677624940872192,-0.06904996186494827,-0.034327276051044464,0.059245843440294266,0.10725588351488113,0.03878090903162956,-0.0399896577000618,-0.0062833428382873535,0.0010365862399339676,0.35875,-0.35604,0.45148568405566597,0.0019172021585537203,0.23330694090702558,1.0788029599613476,-1.1815652209765872,False
4,0,0.0665692687034607,-1.5859376192092896,0.04909336939454079,-1.5677624940872192,-0.06904996186494827,-0.034327276051044464,0.06660042703151703,-1.58594810962677,0.04911891371011734,-1.567758560180664,-0.06908167153596878,-0.034347694367170334,0.05930668115615845,0.10733877122402191,0.03874479606747627,-0.04000089317560196,-0.006188496947288513,0.0010754503309726715,0.35875,-0.35604,0.45148568405566597,0.0019163196111284019,0.23330720812744457,1.0788023765605697,-1.1915653352012903,False
5,0,0.06660042703151703,-1.58594810962677,0.04911891371011734,-1.567758560180664,-0.06908167153596878,-0.034347694367170334,0.06719176471233368,-1.5853086709976196,0.04993980750441551,-1.5683478116989136,-0.06923743337392807,-0.034354377537965775,0.0593031607568264,0.10734020173549652,0.038744788616895676,-0.04000481218099594,-0.006188578903675079,0.0010737162083387375,0.35875,-0.35604,0.45148568405566597,0.0027643996231986384,0.2333730166977164,1.0787783597893998,-1.2012663455850252,False
6,0,0.06719176471233368,-1.5853086709976196,0.04993980750441551,-1.5683478116989136,-0.06923743337392807,-0.034354377537965775,0.06792125105857849,-1.5847504138946533,0.05105450749397278,-1.569071650505066,-0.06951165944337845,-0.03440055996179581,0.05930601432919502,0.1074795201420784,0.03874668851494789,-0.04006589204072952,-0.006112918257713318,0.0010775532573461533,0.35875,-0.35604,0.45148568405566597,0.0026879286346863903,0.23336874353932283,1.0787756584066652,-1.211291050706789,False
7,0,0.06792125105857849,-1.5847504138946533,0.05105450749397278,-1.569071650505066,-0.06951165944337845,-0.03440055996179581,0.06866034865379333,-1.5841777324676514,0.05218781158328056,-1.5698130130767822,-0.06979865580797195,-0.034442901611328125,0.059281524270772934,0.10765703022480011,0.038760844618082047,-0.04016035050153732,-0.006033197045326233,0.0010678358376026154,0.35875,-0.35604,0.45148568405566597,0.0026879286346863903,0.23336874353932283,1.0787756584066652,-1.2212910507067891,False
8,0,0.06866034865379333,-1.5841777324676514,0.05218781158328056,-1.5698130130767822,-0.06979865580797195,-0.034442901611328125,0.06973512470722198,-1.5824577808380127,0.053480666130781174,-1.5709141492843628,-0.0699595957994461,-0.03437769412994385,0.05925711989402771,0.10783783346414566,0.03877473995089531,-0.040256500244140625,-0.005951248109340668,0.001058841124176979,0.35875,-0.35604,0.45148568405566597,0.006287358137701237,0.23366237397968914,1.078651274233567,-1.2300233502170472,False
9,0,0.06973512470722198,-1.5824577808380127,0.053480666130781174,-1.5709141492843628,-0.0699595957994461,-0.03437769412994385,0.06992122530937195,-1.5830167531967163,0.05423115938901901,-1.571242094039917,-0.0701453760266304,-0.034435123205184937,0.05932585895061493,0.10808207094669342,0.03874992951750755,-0.04032832384109497,-0.005779854953289032,0.0011004917323589325,0.35875,-0.35604,0.45148568405566597,0.006086717360983641,0.23365123530304913,1.0786460386998882,-1.240088801583911,False
