s1,s2,s3,s4,s5,s6,a1,a2,a3,a4,a5,a6,ball_pos_x,ball_pos_y,ball_pos_z
0.06561944179131007,-1.587471256002759,0.049818735905577505,-1.567077397507758,-0.06780706775752243,-0.03524978445570781,0.059100024,0.10735607,0.038952686,-0.040086627,-0.006447576,0.00084888376,0.230453,-0.26209,0.45148568405566597
0.06561944179131007,-1.587471256002759,0.049818735905577505,-1.567077397507758,-0.06780706775752243,-0.03524978445570781,0.059100024,0.10735607,0.038952686,-0.040086627,-0.006447576,0.00084888376,0.230453,-0.26209,0.45148568405566597
0.06561944179131096,-1.587471256002759,0.049818735905577505,-1.5670773975077554,-0.06780706775752154,-0.0352497844557087,0.059100024,0.10735607,0.038952686,-0.040086627,-0.006447576,0.00084888376,0.230453,-0.26209,0.45148568405566597
0.06561856726892135,-1.5874731352396905,0.04982302563906771,-1.5670756287183782,-0.06780262577754037,-0.03525412015512863,0.059099462,0.107356414,0.038953338,-0.040087007,-0.006448284,0.0008480828,0.230453,-0.26209,0.45148568405566597
0.06909305384774189,-1.5595315825644211,0.06030347279610204,-1.5413616757920017,-0.07036408088323753,-0.035636356673983904,0.05750448,0.10638681,0.038279787,-0.039905213,-0.0058537647,0.0007177666,0.230453,-0.26209,0.45148568405566597
0.0712759245937633,-1.5645648279671664,0.06817764607214727,-1.5449270678405385,-0.07265463516434689,-0.03623483327445598,0.056552444,0.10739594,0.03878761,-0.040848777,-0.0059550256,0.00022054836,0.230453,-0.26209,0.45148568405566597
0.07466301701184008,-1.5713875203199599,0.08048276288428724,-1.5508285625243947,-0.07620764679166214,-0.03701437281908149,0.055309914,0.10884155,0.039539512,-0.042207114,-0.0061558858,-0.0003536325,0.230453,-0.26209,0.45148568405566597
0.07804642445756915,-1.5494591186812963,0.09974868570161899,-1.5315425162654992,-0.07912384888930646,-0.03597695895368336,0.05299745,0.10900116,0.039575804,-0.04287473,-0.005814694,-0.0007570833,0.230453,-0.26209,0.45148568405566597
0.07804642445756915,-1.5494591186812963,0.09974868570161899,-1.5315425162654992,-0.07912384888930646,-0.03597695895368336,0.05299745,0.10900116,0.039575804,-0.04287473,-0.005814694,-0.0007570833,0.230453,-0.26209,0.45148568405566597
0.07804642445756915,-1.5494591186812963,0.09974868570161899,-1.5315425162654992,-0.07912384888930646,-0.03597695895368336,0.05299745,0.10900116,0.039575804,-0.04287473,-0.005814694,-0.0007570833,0.230453,-0.26209,0.45148568405566597
0.07804642445756915,-1.5494591186812963,0.09974868570161899,-1.5315425162654992,-0.07912384888930646,-0.03597695895368336,0.05299745,0.10900116,0.039575804,-0.04287473,-0.005814694,-0.0007570833,0.230453,-0.26209,0.45148568405566597
0.07804642445756915,-1.5494591186812963,0.09974868570161899,-1.5315425162654992,-0.07912384888930646,-0.03597695895368336,0.05299745,0.10900116,0.039575804,-0.04287473,-0.005814694,-0.0007570833,0.230453,-0.26209,0.45148568405566597
0.07804642445756915,-1.5494591186812963,0.09974868570161899,-1.5315425162654992,-0.07912384888930646,-0.03597695895368336,0.05299745,0.10900116,0.039575804,-0.04287473,-0.005814694,-0.0007570833,0.230453,-0.26209,0.45148568405566597
0.08254377847298056,-1.5444598210659526,0.1298056008189974,-1.5358802010472554,-0.08271498532875654,-0.03340975678268254,0.05111399,0.111718394,0.04116546,-0.0447412,-0.0061680526,-0.001038136,0.230453,-0.26209,0.45148568405566597
0.08637951216716111,-1.5537071510084048,0.1509248401663612,-1.5485215199586446,-0.08645600987815172,-0.03224004498638866,0.05005752,0.11402736,0.042766888,-0.046458878,-0.006873995,-0.001441177,0.230453,-0.26209,0.45148568405566597
0.09129978136997341,-1.5664775798243304,0.17274772225906165,-1.5600231015429844,-0.09227360649578209,-0.032277217798882596,0.048513092,0.116071045,0.04434417,-0.04869947,-0.0076883063,-0.0018859915,0.230453,-0.26209,0.45148568405566597
0.09724172223598959,-1.54610339076562,0.20962722636708797,-1.5553786951567719,-0.09782178718686385,-0.02836737052925198,0.045722894,0.11889883,0.045855273,-0.05067423,-0.008238852,-0.002051197,0.230453,-0.26209,0.45148568405566597
0.10385793256002174,-1.545915917227181,0.24076704517427405,-1.5595778048763944,-0.10480085382875792,-0.026066387440702776,0.043615323,0.12170034,0.048196767,-0.05302892,-0.009076729,-0.0018110927,0.230453,-0.26209,0.45148568405566597
0.10872432805831078,-1.5395821413602986,0.2665419286118498,-1.5621324909471181,-0.11046882227631816,-0.023641657327321042,0.04223411,0.12406347,0.050070386,-0.054752328,-0.0093033165,-0.0015725289,0.230453,-0.26209,0.45148568405566597
0.10872432805831078,-1.5395821413602986,0.2665419286118498,-1.5621324909471181,-0.11046882227631816,-0.023641657327321042,0.04223411,0.12406347,0.050070386,-0.054752328,-0.0093033165,-0.0015725289,0.230453,-0.26209,0.45148568405566597
0.1188613753808978,-1.5449328924661214,0.31221838747763453,-1.575929586310688,-0.12404033952945781,-0.020463573228879817,0.040179253,0.12694184,0.05436938,-0.05864744,-0.009046599,-0.0015073847,0.230453,-0.26209,0.45148568405566597
0.12150736952999797,-1.5516970700023636,0.32298758937270566,-1.581769517479089,-0.1279919227880253,-0.02014891683798936,0.0395151,0.12769654,0.055516478,-0.059777774,-0.009246878,-0.0015080757,0.230453,-0.26209,0.45148568405566597
0.12303201101375638,-1.5397822416015143,0.3327565279747109,-1.5755321712086352,-0.12875980165066458,-0.017392351716596366,0.03916715,0.12780038,0.05599905,-0.060095094,-0.008706391,-0.0013870206,0.230453,-0.26209,0.45148568405566597
0.13318974103055847,-1.542246962274741,0.3721171998245678,-1.5861040431271616,-0.144006666777881,-0.014028745759825156,0.037036404,0.13017488,0.059255656,-0.06345759,-0.008323975,-0.0013126452,0.230453,-0.26209,0.45148568405566597
